customer_id,name,age,income,purchase_count,total_spend,gender_female,gender_male,gender_other,city_bengaluru,city_chennai,city_delhi,city_hyderabad,city_mumbai,city_pune,preferred_category_clothing,preferred_category_electronics,preferred_category_grocery,preferred_category_home,preferred_category_sports,satisfaction_high,satisfaction_low,satisfaction_medium
C0018,Customer_0018,0.29046720273816584,1.0491980335495736,-0.8383080631387851,-0.7350951352082329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0019,Customer_0019,1.5121189726436508,-0.6451960146628645,1.3447858512851347,2.657523259073535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0020,Customer_0020,0.29046720273816584,0.6536542426226044,0.03492950263078275,0.6736888001767707,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0021,Customer_0021,0.36682043835725864,0.6007113728538682,-1.711545628908353,-1.2326425980794506,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0022,Customer_0022,-0.7021248603100407,-0.12560035784545684,-0.8383080631387851,-0.6096882439283489,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0023,Customer_0023,1.1303527945481868,1.221081810112501,0.03492950263078275,0.7419443633574729,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0024,Customer_0024,-0.4730651534527623,0.030117232880427214,-0.4016892802540012,-0.5916464188688733,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0025,Customer_0025,-0.549418389071855,0.7565400713861924,0.4715482855155667,0.8905148432210429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0026,Customer_0026,0.0,-0.5722537397348995,0.03492950263078275,1.0686216128274542,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0027,Customer_0027,-0.8548313315482263,4.0420784513174974e-16,0.03492950263078275,-0.37406194571133844,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0028,Customer_0028,1.6648254438818364,0.6535986887193843,-0.4016892802540012,-0.022871039115806256,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0029,Customer_0029,0.0,0.3532742879116322,1.7814046341699186,2.6894544256470514,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C0030,Customer_0030,0.21411396711907302,0.16577986454386243,0.4715482855155667,1.417940046736716,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0031,Customer_0031,0.36682043835725864,-0.4212026768795022,0.9081670684003507,1.3444336925021612,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0032,Customer_0032,0.9776463233100011,1.4716299136350615,-0.8383080631387851,-0.9326992233487416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0033,Customer_0033,-1.6183636877391545,-1.1941241323804743,-1.2749268460235692,-1.1428095408257855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0034,Customer_0034,-1.847423394596433,-1.2488447270522531,-0.8383080631387851,-1.2677113365323143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0035,Customer_0035,-1.312950745262783,0.864592413149248,-1.2749268460235692,-0.7735296039770061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0036,Customer_0036,0.29046720273816584,0.7825392980931899,0.9081670684003507,-0.6635415024893601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0037,Customer_0037,1.053999558929094,0.2762210241453813,-1.2749268460235692,-0.6853597430505575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0038,Customer_0038,-1.6947169233582473,4.0420784513174974e-16,0.03492950263078275,-0.7903440939984221,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0039,Customer_0039,0.5195269095954442,0.4248832691623152,0.03492950263078275,-0.6773018164737586,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0040,Customer_0040,-1.1602442740245975,1.6432359206818883,0.9081670684003507,0.6265087825085935,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0041,Customer_0041,-1.1602442740245975,2.437934506245132,0.03492950263078275,0.5250239099256576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0042,Customer_0042,-0.4730651534527623,-1.733885856066771,0.4715482855155667,-0.5621982454877388,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
C0043,Customer_0043,1.5884722082627436,-0.4964782157427105,0.9081670684003507,0.5180926139735392,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0044,Customer_0044,0.6722333808336299,4.0420784513174974e-16,-0.8383080631387851,-0.6787541629354624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0045,Customer_0045,0.595880145214537,1.5489053930141925,0.4715482855155667,-0.3753931321756952,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0046,Customer_0046,-0.16765221097639102,-2.299702360363285,1.3447858512851347,-0.27200903729668535,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
C0047,Customer_0047,0.21411396711907302,0.43627181932243164,-0.8383080631387851,-0.22811607462146513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0048,Customer_0048,0.5195269095954442,-0.33437192614651723,0.4715482855155667,0.36429809266592106,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0049,Customer_0049,-1.389303980881876,1.5605161587871892,0.03492950263078275,-1.0118576127842067,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0050,Customer_0050,0.29046720273816584,1.423464679543252,-0.8383080631387851,-0.27073607057131327,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0051,Customer_0051,-1.312950745262783,0.2879428977248182,-0.4016892802540012,0.49845997388396324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0052,Customer_0052,-1.847423394596433,-1.6572214696230607,0.4715482855155667,0.6280272162415774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0053,Customer_0053,-1.6947169233582473,-0.6514180518235134,0.4715482855155667,0.36746713467444914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0054,Customer_0054,-0.09129897535729821,-0.5419213085767358,0.9081670684003507,1.821698657116215,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0055,Customer_0055,-0.16765221097639102,-1.4039512248427162,0.4715482855155667,1.5115149023500036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0056,Customer_0056,-1.312950745262783,1.0770305390628336,0.03492950263078275,0.5604057761638723,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0057,Customer_0057,1.6648254438818364,-1.530947447603819,-1.2749268460235692,-1.0415496796664938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0058,Customer_0058,0.9012930876909083,1.8877286487534601,0.03492950263078275,0.2156095998179223,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0059,Customer_0059,-1.6947169233582473,1.8852287231085565,1.7814046341699186,2.1412258932362693,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0060,Customer_0060,0.595880145214537,-0.46259033477846173,-0.8383080631387851,-1.0465581507256523,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0061,Customer_0061,0.21411396711907302,0.25094399818024493,1.7814046341699186,1.1710427217535253,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0062,Customer_0062,1.6648254438818364,-0.1498218596494117,-1.2749268460235692,-0.7149558260388427,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0063,Customer_0063,-1.312950745262783,0.8242602794114698,-1.711545628908353,-1.267771129777758,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0064,Customer_0064,0.6722333808336299,1.1970825239214262,-0.4016892802540012,-0.469493538946306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0065,Customer_0065,0.7485866164527227,0.18044609499396352,-0.8383080631387851,-0.44868548953181925,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0066,Customer_0066,0.0,0.39155092723026724,-0.4016892802540012,-0.9673824527191377,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0067,Customer_0067,-0.09129897535729821,-0.6981388844316007,0.03492950263078275,-0.18953212273908235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
C0068,Customer_0068,-0.8548313315482263,0.35916300165296067,-1.711545628908353,-1.2089707669094913,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0069,Customer_0069,0.5195269095954442,0.08522670487474651,-0.8383080631387851,-1.0131211384708243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0070,Customer_0070,1.5884722082627436,-0.9892968912080395,0.03492950263078275,-0.6473815911549091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0071,Customer_0071,1.3594125014054652,-0.09160136907476792,-0.8383080631387851,-0.08231181911290664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0072,Customer_0072,-0.7021248603100407,-0.46070150206897903,3.0912609828242705,0.908847766975443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0073,Customer_0073,-1.6183636877391545,-0.6870281037875846,-1.2749268460235692,-1.19834802480444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0074,Customer_0074,0.9012930876909083,-1.2240121323128772,-0.8383080631387851,-0.0583536097674002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0075,Customer_0075,-0.32035868221457664,-0.01504809043749777,-0.4016892802540012,0.08026601524913297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0076,Customer_0076,-0.8548313315482263,-0.8580230178989907,1.7814046341699186,2.136107276724977,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C0077,Customer_0077,0.44317367397635143,-0.5486433308663655,0.03492950263078275,0.7694083450937446,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
C0078,Customer_0078,-0.549418389071855,0.9975329035548992,-0.8383080631387851,-1.146546618666031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0079,Customer_0079,-1.389303980881876,0.5545460792779818,-0.8383080631387851,-0.39439794318811,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0080,Customer_0080,-1.1602442740245975,-1.056294898491456,-0.4016892802540012,-0.312325419790483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0081,Customer_0081,-1.389303980881876,0.2743321914358986,-0.4016892802540012,0.24076052705938916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0082,Customer_0082,0.595880145214537,0.05522759713590335,0.9081670684003507,0.7205305139562516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
C0083,Customer_0083,-0.16765221097639102,1.6241253779741807,0.4715482855155667,0.6645184045334229,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0084,Customer_0084,-0.32035868221457664,1.3055792969102424,-0.8383080631387851,-0.6852669061694735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0085,Customer_0085,-0.4730651534527623,-1.6112228377568345,0.4715482855155667,0.3023381288278804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0086,Customer_0086,-0.4730651534527623,0.7835392683511513,0.4715482855155667,1.0410899703134435,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
C0087,Customer_0087,0.8249398520718155,1.1876383603740128,-0.4016892802540012,-0.10010975067122924,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0088,Customer_0088,0.0,0.4817704660596771,0.9081670684003507,1.0926317478861087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0089,Customer_0089,-0.549418389071855,-0.41292514529971025,-0.4016892802540012,-0.40308369884207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0090,Customer_0090,-1.77107015897734,4.0420784513174974e-16,0.9081670684003507,0.7888348558371847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0091,Customer_0091,-1.847423394596433,0.5738232836953495,-0.8383080631387851,-0.3437215941679223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0092,Customer_0092,1.6648254438818364,1.8989505372039162,-0.4016892802540012,0.23530518016586027,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0093,Customer_0093,-1.5420104521200615,1.273913572074797,0.9081670684003507,1.2808766196081838,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0094,Customer_0094,-0.39671191783366944,0.38655107594046006,1.3447858512851347,2.4759500547378352,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C0095,Customer_0095,-1.0838910384055047,-0.6572512116616218,-1.2749268460235692,-0.7230247671608547,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C0096,Customer_0096,1.2830592657863724,-0.1016566255576024,1.7814046341699186,1.6094688264388297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0097,Customer_0097,0.0,-0.29942852102108697,0.4715482855155667,0.7949416344047608,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0098,Customer_0098,-1.6947169233582473,-1.2920101098542551,-0.4016892802540012,0.4058685598075821,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0099,Customer_0099,-0.16765221097639102,4.0420784513174974e-16,0.9081670684003507,1.0507151093234566,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C0100,Customer_0100,-1.007537802786412,1.4897404860848074,-1.2749268460235692,-0.719215308023493,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0101,Customer_0101,-0.39671191783366944,-0.37581513794869686,-1.2749268460235692,-0.8347704753632604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
C0102,Customer_0102,-1.5420104521200615,2.0860560832491455,-0.8383080631387851,-0.5907038884999017,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0103,Customer_0103,0.9012930876909083,-1.6350554622382487,0.03492950263078275,-0.5286857049228764,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0104,Customer_0104,0.9776463233100011,0.9768112976538094,0.9081670684003507,0.4762389156692489,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C0105,Customer_0105,0.36682043835725864,1.5939040546224572,-0.4016892802540012,0.47628140034364336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C0106,Customer_0106,-1.2365975096436903,-0.28159571808744127,-0.4016892802540012,-0.05048922448506444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0107,Customer_0107,0.6722333808336299,-0.2635962534441354,0.03492950263078275,0.1565008296836817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0108,Customer_0108,1.435765737024558,0.9652005318808127,0.03492950263078275,0.9394099829295852,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C0109,Customer_0109,0.7485866164527227,0.42843871896840036,-0.4016892802540012,-0.17157684053485436,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C0110,Customer_0110,-0.24400544659548384,-2.0748757140316214,0.03492950263078275,0.07511435510220092,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
C0111,Customer_0111,1.435765737024558,-0.9209100363441212,0.4715482855155667,1.0190183952123388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0112,Customer_0112,-0.09129897535729821,-0.0911013839457872,0.03492950263078275,0.47146175005957086,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C0113,Customer_0113,-0.6257716246909479,-1.4472277154511586,0.9081670684003507,-0.2162030572199922,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0114,Customer_0114,-1.1602442740245975,-0.5516987955434699,1.3447858512851347,0.9371047959670757,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C0115,Customer_0115,0.36682043835725864,-1.4221729050989025,-0.4016892802540012,-0.36530066174734394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
C0116,Customer_0116,1.5884722082627436,-0.4477018887154803,0.03492950263078275,-0.23897012217599697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
C0117,Customer_0117,-0.16765221097639102,-0.414147331170552,0.4715482855155667,0.40209529131877847,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
