customer_id,name,age,gender,city,income,purchase_count,total_spend,preferred_category,satisfaction
C0033,Customer_0033,21.0,Male,Bengaluru,34901.0,2.0,3361.92,Electronics,Medium
C0034,Customer_0034,18.0,Male,Bengaluru,33916.0,3.0,2568.14,Sports,High
C0035,Customer_0035,25.0,Female,Pune,71959.0,2.0,5708.78,Sports,Medium
C0036,Customer_0036,46.0,Male,Pune,70482.0,7.0,6407.78,Electronics,High
C0037,Customer_0037,56.0,Female,Pune,61368.0,2.0,6269.12,Electronics,High
C0038,Customer_0038,20.0,Male,Delhi,56395.87368421053,5.0,5601.92,Electronics,Medium
C0039,Customer_0039,49.0,Male,Bengaluru,64044.0,5.0,6320.33,Sports,Low
C0040,Customer_0040,27.0,Female,Bengaluru,85975.0,7.0,14606.35,Clothing,High
C0041,Customer_0041,27.0,Female,Hyderabad,100280.0,5.0,13961.39,Electronics,High
C0042,Customer_0042,36.0,Female,Bengaluru,25185.0,6.0,7051.84,Home,Low
C0043,Customer_0043,63.0,Female,Chennai,47459.0,7.0,13917.34,Sports,High
C0044,Customer_0044,51.0,Female,Delhi,56395.87368421053,3.0,6311.1,Grocery,Medium
C0045,Customer_0045,50.0,Male,Chennai,84277.0,6.0,8239.03,Grocery,Medium
C0046,Customer_0046,40.0,Male,Hyderabad,15000.0,8.0,8896.06,Home,High
C0047,Customer_0047,45.0,Female,Mumbai,64249.0,3.0,9175.01,Clothing,Medium
C0048,Customer_0048,49.0,Female,Bengaluru,50377.0,6.0,12939.94,Electronics,High
C0049,Customer_0049,24.0,Other,Hyderabad,84486.0,5.0,4194.15,Sports,Medium
C0050,Customer_0050,46.0,Male,Bengaluru,82019.0,3.0,8904.15,Electronics,Medium
C0051,Customer_0051,25.0,Male,Pune,61579.0,4.0,13792.57,Sports,Medium
C0052,Customer_0052,18.0,Female,Mumbai,26565.0,6.0,14616.0,Grocery,Medium
C0053,Customer_0053,20.0,Male,Mumbai,44670.0,6.0,12960.08,Electronics,Medium
C0054,Customer_0054,41.0,Female,Hyderabad,46641.0,7.0,22202.06,Home,Medium
C0055,Customer_0055,40.0,Female,Mumbai,31124.0,6.0,20230.77,Clothing,Medium
C0056,Customer_0056,25.0,Male,Chennai,75783.0,5.0,14186.25,Home,Medium
C0057,Customer_0057,64.0,Female,Mumbai,28838.0,2.0,4005.45,Clothing,Low
C0058,Customer_0058,54.0,Female,Bengaluru,90376.0,5.0,11994.99,Sports,High
C0059,Customer_0059,20.0,Male,Bengaluru,90331.0,9.0,24232.73,Electronics,Medium
C0060,Customer_0060,50.0,Female,Bengaluru,48069.0,3.0,3973.62,Clothing,Medium
C0061,Customer_0061,45.0,Female,Bengaluru,60913.0,9.0,18066.99,Grocery,Medium
C0062,Customer_0062,64.0,Female,Chennai,53699.0,2.0,6081.03,Sports,Medium
C0063,Customer_0063,25.0,Male,Delhi,71233.0,1.0,2567.76,Sports,Low
C0064,Customer_0064,51.0,Female,Pune,77944.0,4.0,7641.0,Home,Medium
C0065,Customer_0065,52.0,Male,Hyderabad,59644.0,3.0,7773.24,Home,Medium
C0066,Customer_0066,42.195744680851064,Male,Bengaluru,63444.0,4.0,4476.8,Electronics,High
C0067,Customer_0067,41.0,Female,Mumbai,43829.0,5.0,9420.22,Home,High
C0068,Customer_0068,31.0,Male,Bengaluru,62861.0,1.0,2941.45,Sports,Medium
C0069,Customer_0069,49.0,Male,Mumbai,57930.0,3.0,4186.12,Sports,Low
C0070,Customer_0070,63.0,Female,Pune,38588.0,5.0,6510.48,Clothing,Medium
C0071,Customer_0071,60.0,Female,Pune,54747.0,3.0,10101.63,Electronics,Medium
C0072,Customer_0072,33.0,Female,Pune,48103.0,12.0,16400.68,Sports,Low
C0073,Customer_0073,21.0,Female,Mumbai,44029.0,2.0,3008.96,Grocery,Medium
C0074,Customer_0074,54.0,Male,Bengaluru,34363.0,3.0,10253.89,Electronics,Medium
C0075,Customer_0075,38.0,Male,Pune,56125.0,4.0,11134.85,Electronics,Medium
C0076,Customer_0076,31.0,Male,Chennai,40951.0,9.0,24200.2,Sports,Low
C0077,Customer_0077,48.0,Female,Bengaluru,46520.0,5.0,15514.51,Grocery,Low
C0078,Customer_0078,35.0,Female,Mumbai,74352.0,3.0,3338.17,Clothing,Low
C0079,Customer_0079,24.0,Female,Bengaluru,66378.0,3.0,8118.25,Sports,Medium
C0080,Customer_0080,27.0,Female,Mumbai,37382.0,4.0,8639.84,Grocery,Medium
C0081,Customer_0081,24.0,Male,Mumbai,61334.0,4.0,12154.83,Electronics,Medium
C0082,Customer_0082,50.0,Female,Pune,57390.0,7.0,15203.88,Grocery,Low
C0083,Customer_0083,40.0,Male,Bengaluru,85631.0,6.0,14847.91,Electronics,Medium
C0084,Customer_0084,38.0,Female,Pune,79897.0,3.0,6269.71,Sports,Medium
C0085,Customer_0085,36.0,Male,Pune,27393.0,6.0,12546.17,Sports,Medium
C0086,Customer_0086,36.0,Female,Bengaluru,70500.0,6.0,17241.11,Home,Low
C0087,Customer_0087,53.0,Male,Hyderabad,77774.0,4.0,9988.52,Home,Medium
C0088,Customer_0088,42.195744680851064,Male,Pune,65068.0,7.0,17568.67,Home,Medium
C0089,Customer_0089,35.0,Male,Chennai,48963.0,4.0,8063.05,Sports,Medium
C0090,Customer_0090,19.0,Female,Chennai,56395.87368421053,7.0,15637.97,Clothing,Low
C0091,Customer_0091,18.0,Female,Mumbai,66725.0,3.0,8440.31,Sports,High
C0092,Customer_0092,64.0,Male,Chennai,90578.0,4.0,12120.16,Grocery,Medium
C0093,Customer_0093,22.0,Male,Mumbai,79327.0,7.0,18765.01,Sports,Medium
C0094,Customer_0094,37.0,Female,Hyderabad,63354.0,8.0,26359.98,Sports,High
C0095,Customer_0095,28.0,Male,Bengaluru,44565.0,2.0,6029.75,Electronics,High
C0096,Customer_0096,59.0,Female,Bengaluru,54566.0,9.0,20853.29,Electronics,Medium
C0097,Customer_0097,42.195744680851064,Female,Bengaluru,51006.0,6.0,15676.78,Electronics,Medium
C0098,Customer_0098,20.0,Female,Bengaluru,33139.0,4.0,13204.13,Sports,Medium
C0099,Customer_0099,40.0,Male,Hyderabad,56395.87368421053,7.0,17302.28,Clothing,Low
C0100,Customer_0100,29.0,Other,Chennai,83212.0,2.0,6053.96,Grocery,Medium
C0101,Customer_0101,37.0,Male,Chennai,49631.0,2.0,5319.58,Grocery,Low
C0102,Customer_0102,22.0,Male,Hyderabad,93946.0,3.0,6870.68,Clothing,Medium
C0103,Customer_0103,54.0,Female,Hyderabad,26964.0,5.0,7264.82,Clothing,High
C0104,Customer_0104,55.0,Female,Hyderabad,73979.0,7.0,13651.35,Grocery,High
C0105,Customer_0105,47.0,Other,Hyderabad,85087.0,4.0,13651.62,Home,Medium
C0106,Customer_0106,26.0,Female,Bengaluru,51327.0,4.0,10303.87,Electronics,Medium
C0107,Customer_0107,51.0,Male,Delhi,51651.0,5.0,11619.34,Electronics,Medium
C0108,Customer_0108,61.0,Male,Delhi,73770.0,5.0,16594.91,Grocery,High
C0109,Customer_0109,52.0,Female,Hyderabad,64108.0,4.0,9534.33,Clothing,Medium
C0110,Customer_0110,39.0,Female,Delhi,19047.0,5.0,11102.11,Home,Low
C0111,Customer_0111,61.0,Male,Delhi,39819.0,6.0,17100.84,Grocery,Medium
C0112,Customer_0112,41.0,Female,Hyderabad,54756.0,5.0,13620.99,Electronics,Medium
C0113,Customer_0113,34.0,Male,Delhi,30345.0,7.0,9250.72,Sports,Medium
C0114,Customer_0114,27.0,Female,Chennai,46465.0,8.0,16580.26,Clothing,High
C0115,Customer_0115,47.0,Male,Mumbai,30796.0,4.0,8303.17,Sports,Medium
C0116,Customer_0116,63.0,Male,Mumbai,48337.0,5.0,9106.03,Grocery,Medium
C0117,Customer_0117,40.0,Male,Hyderabad,48941.0,6.0,13180.15,Electronics,Medium
C0118,Customer_0118,49.0,Male,Bengaluru,61332.0,9.0,17238.51,Home,Low
C0119,Customer_0119,34.0,Male,Hyderabad,53348.0,6.0,8029.4,Sports,High
C0120,Customer_0120,34.0,Female,Bengaluru,64050.0,0.0,0.0,Home,High
C0121,Customer_0121,31.0,Female,Mumbai,61904.0,4.0,3980.59,Electronics,High
C0122,Customer_0122,26.0,Female,Hyderabad,73564.0,2.0,4709.24,Sports,High
C0123,Customer_0123,57.0,Other,Pune,70728.0,6.0,18629.2,Home,Medium
C0124,Customer_0124,42.195744680851064,Female,Chennai,68826.0,9.0,24824.48,Home,Low
C0125,Customer_0125,62.0,Male,Delhi,110888.0,0.0,0.0,Sports,Medium
C0126,Customer_0126,42.0,Female,Bengaluru,61253.0,3.0,3105.28,Sports,High
C0127,Customer_0127,56.0,Male,Pune,101684.0,0.0,0.0,Home,Medium
C0128,Customer_0128,26.0,Other,Delhi,62420.0,8.0,18182.59,Grocery,Low
C0129,Customer_0129,39.0,Male,Delhi,53509.0,2.0,2718.11,Sports,High
C0130,Customer_0130,60.0,Other,Hyderabad,48283.0,4.0,9074.91,Clothing,Low
C0131,Customer_0131,63.0,Male,Delhi,82175.0,4.0,5701.27,Clothing,Medium
C0132,Customer_0132,21.0,Female,Chennai,84529.0,5.0,15460.47,Electronics,Medium
C0133,Customer_0133,43.0,Female,Pune,65796.0,4.0,7490.53,Grocery,Medium
C0134,Customer_0134,46.0,Other,Delhi,75404.0,3.0,4388.96,Sports,Low
C0135,Customer_0135,62.0,Female,Hyderabad,56395.87368421053,2.0,5986.56,Clothing,High
C0136,Customer_0136,51.0,Female,Chennai,27122.0,8.0,13805.32,Electronics,Medium
C0137,Customer_0137,40.0,Other,Mumbai,77434.0,4.0,4404.07,Grocery,High
C0138,Customer_0138,54.0,Female,Pune,52717.0,5.0,11700.53,Grocery,Medium
C0139,Customer_0139,28.0,Female,Delhi,68487.0,5.0,11851.12,Electronics,Low
C0140,Customer_0140,23.0,Female,Hyderabad,42089.0,7.0,19107.75,Sports,High
C0141,Customer_0141,35.0,Male,Mumbai,84826.0,5.0,7242.96,Home,Medium
C0142,Customer_0142,38.0,Female,Mumbai,27272.0,8.0,15985.46,Electronics,Medium
C0143,Customer_0143,59.0,Female,Bengaluru,30059.0,5.0,7811.97,Home,High
C0144,Customer_0144,53.0,Female,Chennai,80998.0,4.0,4074.3,Home,Medium
C0145,Customer_0145,58.0,Male,Delhi,15000.0,6.0,19001.14,Sports,Medium
C0146,Customer_0146,55.0,Male,Hyderabad,61814.0,5.0,13839.74,Grocery,Low
C0147,Customer_0147,51.0,Female,Bengaluru,53068.0,1.0,1613.95,Grocery,Medium
C0148,Customer_0148,34.0,Female,Chennai,41753.0,7.0,16928.15,Grocery,Medium
C0149,Customer_0149,54.0,Male,Bengaluru,51401.0,4.0,5373.65,Sports,Medium
C0150,Customer_0150,42.0,Female,Pune,39745.0,4.0,12814.56,Home,High
C0151,Customer_0151,55.0,Male,Chennai,82761.0,4.0,4440.99,Home,High
C0152,Customer_0152,29.0,Male,Chennai,87481.0,6.0,4862.16,Electronics,Low
C0153,Customer_0153,40.0,Male,Delhi,42657.0,6.0,12932.53,Sports,Low
C0154,Customer_0154,59.0,Male,Chennai,59959.0,4.0,9497.78,Electronics,Low
C0155,Customer_0155,39.0,Female,Bengaluru,31149.0,5.0,11816.03,Sports,Low
C0156,Customer_0156,38.0,Male,Chennai,74315.0,4.0,3788.73,Electronics,Medium
C0157,Customer_0157,42.195744680851064,Other,Delhi,73846.0,4.0,6591.67,Clothing,High
C0158,Customer_0158,48.0,Other,Delhi,49685.0,8.0,17182.7,Grocery,High
C0159,Customer_0159,23.0,Female,Pune,55304.0,4.0,5539.06,Grocery,Medium
C0160,Customer_0160,42.195744680851064,Female,Bengaluru,53312.0,7.0,22092.63,Home,Medium
C0161,Customer_0161,57.0,Male,Mumbai,25868.0,7.0,7246.37,Clothing,Medium
C0162,Customer_0162,51.0,Female,Mumbai,82828.0,9.0,19043.44,Grocery,Low
C0163,Customer_0163,29.0,Female,Chennai,41195.0,6.0,16000.94,Home,Medium
C0164,Customer_0164,62.0,Male,Pune,41317.0,5.0,7533.64,Clothing,High
C0165,Customer_0165,24.0,Female,Hyderabad,52292.0,10.0,24854.5,Grocery,Medium
C0166,Customer_0166,27.0,Female,Chennai,72920.0,8.0,24314.72,Electronics,High
C0167,Customer_0167,62.0,Female,Pune,44357.0,5.0,6569.55,Sports,Medium
C0168,Customer_0168,34.0,Female,Bengaluru,19861.0,6.0,19658.97,Clothing,Low
C0169,Customer_0169,43.0,Female,Bengaluru,39034.0,1.0,2294.61,Home,Medium
C0170,Customer_0170,38.0,Male,Bengaluru,62635.0,10.0,16079.26,Clothing,Medium
C0171,Customer_0171,45.0,Female,Bengaluru,94416.0,10.0,19633.17,Home,Low
C0172,Customer_0172,63.0,Female,Bengaluru,32321.0,3.0,4928.75,Clothing,Medium
C0173,Customer_0173,19.0,Male,Pune,31663.0,6.0,16546.8,Home,High
C0174,Customer_0174,60.0,Male,Pune,27773.0,8.0,23600.09,Sports,Medium
C0175,Customer_0175,18.0,Male,Delhi,25539.0,1.0,3048.93,Electronics,Medium
C0176,Customer_0176,53.0,Female,Mumbai,76702.0,7.0,24231.02,Grocery,High
C0177,Customer_0177,43.0,Other,Bengaluru,81904.0,6.0,17618.81,Electronics,High
C0178,Customer_0178,42.195744680851064,Male,Hyderabad,56395.87368421053,5.0,12118.68,Grocery,High
C0179,Customer_0179,38.0,Female,Pune,46581.0,5.0,8579.47,Grocery,Medium
C0180,Customer_0180,28.0,Male,Hyderabad,56395.87368421053,8.0,18163.26,Clothing,High
C0181,Customer_0181,57.0,Other,Hyderabad,58130.0,2.0,1821.77,Sports,Medium
C0182,Customer_0182,28.0,Female,Hyderabad,74610.0,5.0,14055.14,Home,Medium
C0183,Customer_0183,53.0,Female,Delhi,45704.0,5.0,10020.4,Home,Low
C0184,Customer_0184,56.0,Male,Pune,55796.0,3.0,2562.19,Home,Medium
C0185,Customer_0185,57.0,Male,Hyderabad,32728.0,5.0,4843.84,Electronics,Medium
C0186,Customer_0186,52.0,Male,Bengaluru,66326.0,4.0,7384.64,Home,Medium
C0187,Customer_0187,51.0,Male,Chennai,58437.0,3.0,7125.71,Home,Medium
C0188,Customer_0188,64.0,Female,Hyderabad,38898.0,8.0,16426.81,Clothing,Medium
C0189,Customer_0189,41.0,Female,Delhi,39140.0,4.0,9887.41,Grocery,Medium
C0190,Customer_0190,39.0,Other,Pune,84087.0,4.0,8387.18,Home,High
C0191,Customer_0191,22.0,Other,Delhi,90490.0,2.0,5173.2,Sports,High
C0192,Customer_0192,50.0,Female,Hyderabad,51164.0,5.0,6958.2,Home,Medium
C0193,Customer_0193,53.0,Female,Pune,56220.0,6.0,6628.06,Electronics,High
C0194,Customer_0194,42.195744680851064,Female,Chennai,62202.0,4.0,9641.49,Sports,Medium
C0195,Customer_0195,37.0,Female,Hyderabad,57665.0,4.0,8434.65,Electronics,Medium
C0196,Customer_0196,36.0,Male,Delhi,24863.0,1.0,872.54,Home,Low
C0197,Customer_0197,52.0,Male,Mumbai,62702.0,3.0,5481.9,Clothing,Medium
C0198,Customer_0198,60.0,Female,Bengaluru,17418.0,5.0,5432.7,Sports,High
C0199,Customer_0199,34.0,Female,Delhi,41812.0,4.0,8938.65,Home,Medium
C0200,Customer_0200,62.0,Female,Pune,64098.0,5.0,9343.0,Clothing,Medium
C0201,Customer_0201,60.0,Male,Hyderabad,65800.0,7.0,17188.57,Clothing,Medium
C0202,Customer_0202,51.0,Female,Bengaluru,40419.0,8.0,23801.01,Home,Medium
C0203,Customer_0203,26.0,Female,Hyderabad,46748.0,4.0,6436.42,Home,High
C0204,Customer_0204,43.0,Male,Pune,44311.0,6.0,20386.05,Clothing,High
C0205,Customer_0205,19.0,Male,Hyderabad,53149.0,2.0,4492.43,Clothing,Low
C0206,Customer_0206,26.0,Female,Mumbai,54518.0,7.0,17285.7,Clothing,High
C0207,Customer_0207,26.0,Female,Bengaluru,67032.0,3.0,7913.45,Home,Medium
C0208,Customer_0208,42.195744680851064,Female,Bengaluru,45696.0,9.0,23401.58,Clothing,High
C0209,Customer_0209,34.0,Female,Pune,61721.0,3.0,6538.86,Electronics,Medium
C0210,Customer_0210,18.0,Female,Mumbai,56395.87368421053,5.0,9788.32,Home,Medium
C0211,Customer_0211,42.0,Female,Delhi,58569.0,3.0,2835.63,Electronics,Medium
C0212,Customer_0212,60.0,Female,Hyderabad,50327.0,7.0,6017.42,Grocery,Medium
C0213,Customer_0213,57.0,Female,Chennai,58252.0,3.0,5299.49,Home,Low
C0214,Customer_0214,59.0,Male,Hyderabad,68531.0,6.0,10205.31,Grocery,Medium
C0215,Customer_0215,42.0,Male,Hyderabad,70105.0,6.0,11080.66,Clothing,Medium
C0216,Customer_0216,56.0,Male,Delhi,87677.0,3.0,3520.78,Clothing,High
C0217,Customer_0217,52.0,Female,Hyderabad,37180.0,2.0,5586.11,Sports,Low
C0218,Customer_0218,20.0,Female,Mumbai,47080.0,4.0,12455.22,Clothing,Medium
C0219,Customer_0219,54.0,Female,Mumbai,25958.0,8.0,26676.24,Grocery,Low
C0220,Customer_0220,61.0,Male,Bengaluru,71758.0,5.0,10646.89,Clothing,High
C0221,Customer_0221,61.0,Male,Pune,56395.87368421053,10.0,26923.37,Home,Low
C0222,Customer_0222,47.0,Male,Chennai,58711.0,4.0,12439.95,Sports,High
C0223,Customer_0223,55.0,Male,Hyderabad,44122.0,1.0,1929.39,Sports,High
C0224,Customer_0224,51.0,Female,Bengaluru,49119.0,4.0,6541.66,Clothing,Medium
C0225,Customer_0225,29.0,Male,Delhi,77017.0,7.0,23304.09,Grocery,Medium
C0226,Customer_0226,36.0,Male,Pune,67496.0,7.0,15346.29,Grocery,Low
C0227,Customer_0227,54.0,Female,Mumbai,52993.0,6.0,12855.51,Clothing,Medium
C0228,Customer_0228,61.0,Male,Chennai,68821.0,7.0,8972.06,Grocery,High
C0229,Customer_0229,34.0,Female,Bengaluru,69218.0,7.0,7644.13,Grocery,High
C0230,Customer_0230,27.0,Female,Mumbai,47954.0,2.0,6147.38,Sports,Low
C0231,Customer_0231,64.0,Male,Pune,28557.0,2.0,4916.32,Home,Medium
C0232,Customer_0232,42.195744680851064,Female,Bengaluru,38815.0,9.0,15117.54,Sports,High
C0233,Customer_0233,33.0,Female,Delhi,30870.0,1.0,1317.69,Electronics,Medium
C0234,Customer_0234,41.0,Female,Delhi,75960.0,5.0,11499.21,Sports,Low
C0235,Customer_0235,36.0,Male,Hyderabad,56395.87368421053,7.0,16636.07,Clothing,Medium
C0236,Customer_0236,25.0,Female,Pune,83555.0,3.0,4076.65,Home,Medium
C0237,Customer_0237,48.0,Female,Chennai,18648.0,8.0,24790.36,Clothing,High
C0238,Customer_0238,38.0,Male,Bengaluru,74285.0,6.0,6165.08,Electronics,Medium
C0239,Customer_0239,34.0,Male,Mumbai,94819.0,7.0,12330.16,Home,Medium
C0240,Customer_0240,40.0,Other,Pune,75016.0,5.0,13185.19,Grocery,High
C0241,Customer_0241,54.0,Female,Pune,16278.0,3.0,4620.37,Sports,Medium
C0242,Customer_0242,33.0,Male,Delhi,86829.0,9.0,27312.51,Clothing,High
C0243,Customer_0243,23.0,Female,Hyderabad,55750.0,5.0,13988.22,Sports,Medium
C0244,Customer_0244,25.0,Male,Hyderabad,50817.0,8.0,23442.89,Grocery,Low
C0245,Customer_0245,42.0,Male,Bengaluru,63120.0,12.0,13459.05,Sports,High
C0246,Customer_0246,35.0,Male,Delhi,36118.0,5.0,5897.39,Grocery,Medium
C0247,Customer_0247,42.0,Male,Pune,55050.0,6.0,9440.87,Sports,Medium
C0248,Customer_0248,29.0,Male,Chennai,84168.0,2.0,4397.62,Home,Medium
C0249,Customer_0249,32.0,Male,Delhi,66203.0,2.0,5639.29,Grocery,Low
C0250,Customer_0250,43.0,Female,Bengaluru,56051.0,8.0,24469.07,Grocery,Medium
C0251,Customer_0251,58.0,Male,Bengaluru,56613.0,3.0,8105.12,Grocery,High
C0252,Customer_0252,62.0,Male,Delhi,33735.0,5.0,16536.06,Home,High
C0253,Customer_0253,42.195744680851064,Female,Bengaluru,52300.0,3.0,8383.82,Electronics,High
C0254,Customer_0254,64.0,Female,Delhi,56395.87368421053,5.0,8134.62,Sports,Low
C0255,Customer_0255,49.0,Female,Mumbai,73404.0,3.0,4547.16,Grocery,Medium
C0256,Customer_0256,27.0,Male,Delhi,15657.0,4.0,10718.88,Home,Low
C0257,Customer_0257,33.0,Male,Delhi,70388.0,5.0,6603.75,Electronics,High
C0258,Customer_0258,24.0,Male,Bengaluru,72629.0,6.0,6301.98,Sports,Medium
C0259,Customer_0259,34.0,Male,Bengaluru,78738.0,6.0,13422.01,Home,Medium
C0260,Customer_0260,40.0,Male,Hyderabad,56563.0,8.0,24147.46,Sports,High
C0261,Customer_0261,43.0,Male,Hyderabad,71499.0,7.0,7516.08,Grocery,Medium
C0262,Customer_0262,38.0,Male,Mumbai,52125.0,6.0,17628.64,Electronics,Medium
C0263,Customer_0263,39.0,Male,Hyderabad,33639.0,8.0,23929.96,Home,High
C0264,Customer_0264,24.0,Male,Delhi,56395.87368421053,9.0,18919.26,Electronics,High
C0265,Customer_0265,31.0,Male,Bengaluru,53256.0,6.0,5728.43,Grocery,Medium
C0266,Customer_0266,32.0,Male,Hyderabad,29629.0,7.0,8899.75,Electronics,Medium
C0267,Customer_0267,24.0,Female,Hyderabad,46597.0,8.0,21680.41,Electronics,High
C0268,Customer_0268,26.0,Female,Mumbai,47308.0,2.0,5443.6,Clothing,Low
C0269,Customer_0269,25.0,Female,Pune,63311.0,3.0,9676.68,Electronics,Medium
C0270,Customer_0270,40.0,Female,Mumbai,97247.0,2.0,4746.51,Sports,Low
C0271,Customer_0271,46.0,Female,Delhi,64404.0,4.0,4540.36,Home,Medium
C0272,Customer_0272,42.195744680851064,Male,Bengaluru,58723.0,7.0,7894.74,Clothing,Low
C0273,Customer_0273,48.0,Female,Mumbai,99204.0,7.0,19229.4,Home,Medium
C0274,Customer_0274,47.0,Female,Hyderabad,56395.87368421053,9.0,11665.97,Home,Medium
C0275,Customer_0275,56.0,Male,Bengaluru,59576.0,6.0,10119.85,Grocery,Medium
C0276,Customer_0276,52.0,Male,Bengaluru,46371.0,2.0,4230.94,Grocery,High
C0277,Customer_0277,35.0,Female,Hyderabad,60692.0,4.0,3467.46,Clothing,High
C0278,Customer_0278,59.0,Female,Mumbai,53805.0,9.0,13246.3,Grocery,High
C0279,Customer_0279,56.0,Male,Hyderabad,56395.87368421053,3.0,5703.91,Grocery,Medium
C0280,Customer_0280,34.0,Male,Pune,78659.0,3.0,4665.05,Grocery,Low
C0281,Customer_0281,31.0,Male,Bengaluru,45274.0,9.0,10513.8,Home,Medium
C0282,Customer_0282,48.0,Female,Chennai,64244.0,3.0,8296.9,Clothing,High
C0283,Customer_0283,41.0,Female,Chennai,72081.0,7.0,20968.49,Home,Medium
C0284,Customer_0284,52.0,Male,Delhi,43082.0,7.0,10466.35,Sports,Low
C0285,Customer_0285,61.0,Male,Hyderabad,40193.0,3.0,8672.8,Home,High
C0286,Customer_0286,62.0,Female,Hyderabad,52294.0,4.0,7363.98,Sports,Medium
C0287,Customer_0287,51.0,Male,Delhi,46691.0,1.0,2168.05,Electronics,Medium
C0288,Customer_0288,20.0,Male,Delhi,75742.0,3.0,9333.61,Electronics,High
C0289,Customer_0289,54.0,Female,Delhi,36968.0,5.0,14124.37,Sports,High
C0290,Customer_0290,60.0,Female,Bengaluru,56232.0,5.0,14869.08,Sports,Medium
C0291,Customer_0291,57.0,Female,Pune,56395.87368421053,6.0,7016.89,Home,High
C0292,Customer_0292,42.195744680851064,Female,Hyderabad,62435.0,1.0,988.24,Sports,Medium
C0293,Customer_0293,40.0,Male,Bengaluru,65427.0,6.0,19273.16,Clothing,High
C0294,Customer_0294,61.0,Male,Delhi,75892.0,6.0,11082.92,Electronics,Low
C0295,Customer_0295,56.0,Female,Hyderabad,46667.0,1.0,1577.28,Electronics,Low
C0296,Customer_0296,32.0,Male,Bengaluru,35534.0,3.0,8270.04,Sports,Medium
C0297,Customer_0297,21.0,Male,Pune,58177.0,6.0,18349.93,Grocery,High
C0298,Customer_0298,46.0,Male,Bengaluru,59777.0,8.0,25029.78,Grocery,Medium
C0299,Customer_0299,39.0,Male,Pune,25872.0,8.0,13225.54,Sports,Low
C0300,Customer_0300,42.0,Female,Delhi,61751.0,8.0,24807.79,Clothing,Low
C0301,Customer_0301,30.0,Male,Pune,74257.0,8.0,7284.17,Grocery,High
C0302,Customer_0302,35.0,Male,Hyderabad,38567.0,2.0,1868.17,Sports,Low
C0303,Customer_0303,50.0,Male,Delhi,62840.0,6.0,14901.01,Clothing,Medium
